model_name, Similarity, MAE, RMSE, FSD, R_score, NSE, Time


results_combine (FIRST),0.8654460698896331,12.653365015983582,16.304074228427123,0.4878401230289318,0.4353482938554435,0.15978097144321568,2024-06-05 22:19:31.274391
results_combine (LAST),0.9034395850733629,10.582507371902466,13.959690433915055,0.18344816689774648,0.9254512236361878,0.7211903256187118,2024-06-05 15:55:48.131576
results_combine (MIDDLE),0.8585848737359227,18.228672742843628,20.67885443384792,0.6472573463200436,0.8703693898671448,0.6201228717533861,2024-06-05 16:20:00.033564
results_combine (MIDDLE),0.846637526552334,15.329204678535461,17.736068996877126,0.8878957159381091,0.8559520489598039,0.5104651717033344,2024-06-05 17:22:00.026165
results_combine (MIDDLE),0.890412423465322,12.459428787231445,15.574403712391815,0.5368503954328111,0.9320898722979096,0.667175822645137,2024-06-05 17:58:38.867364
results_combine (MIDDLE),0.847408487027963,19.571811846146982,24.02054504672873,0.38460761305874247,0.7244852951925547,0.2819720289831452,2024-06-05 18:20:18.173046
results_combine (MIDDLE),0.8248001186013242,12.409255266189575,14.241665096531925,0.9591032089075866,0.6409573840336693,0.3164338990592972,2024-06-05 18:47:44.458872
results_combine (MIDDLE),0.8156953231625743,21.077731609344482,24.580358989043805,0.461519548011678,0.4259287172835912,-0.3223337816858749,2024-06-05 19:25:00.891659
results_combine (MIDDLE),0.8470250619695049,15.282926519711813,17.623675729375307,0.28363897810358996,0.7061893395263644,0.4767581454765155,2024-06-05 19:45:12.374491
results_combine (MIDDLE),0.8382985716045045,22.42665931582451,26.3853258841102,0.5085288854119879,0.5662246228348606,0.319771314010008,2024-06-05 20:28:01.412945
results_combine (MIDDLE),0.7886368936572553,26.110991319020588,30.250490709659303,0.4792151505477029,0.271383205018796,-0.08870242237684733,2024-06-05 21:05:47.480587
results_combine (MIDDLE),0.8907491966655785,12.696219970782598,15.490607187282786,0.04330819379855575,0.8517716506596056,0.7128867204950529,2024-06-05 21:25:45.006490


epochs=200, batch_size=16, callbacks (patience=30), validation_split=0.2
results_combine (FIRST),0.7382857525061173,28.78902057806651,33.043590917338484,0.30897264519323014,-0.11090755432164992,-2.4512363253801532,2024-06-06 16:26:05.798554
results_combine (LAST),0.8211305939391123,20.53127400080363,21.74737008314627,0.11239311625885161,0.8016608676347907,0.3233411689045874,2024-06-06 17:22:21.468568
results_combine (MIDDLE),0.8327643895401909,22.600727478663128,26.020353319807672,0.4870987289675596,0.7806785501897012,0.3985263960133615,2024-06-06 17:52:18.124821
results_combine (MIDDLE),0.867863770515437,12.734190861384073,14.6177683208589,0.7400845619355889,0.9583815150921408,0.6674698677729239,2024-06-06 18:28:08.895283
results_combine (MIDDLE),0.9123997650360437,9.688235620657602,12.549748604424993,0.13141820160105108,0.9184245815821995,0.7838963693235648,2024-06-06 18:54:08.401227
results_combine (MIDDLE),0.8871174516362701,13.472320477167765,16.398607288911464,0.3251939436183353,0.8248314442155276,0.6653509638934239,2024-06-06 19:13:24.582185
results_combine (MIDDLE),0.754166064632651,20.58852020899455,25.294320793282388,0.420555939887824,-0.0629423916631138,-1.156279350986655,2024-06-06 19:43:48.890951
results_combine (MIDDLE),0.8575525250216828,15.475447614987692,18.879840157064784,0.6647800435401727,0.47012361738423136,0.21988024352166347,2024-06-06 20:20:11.616134
results_combine (MIDDLE),0.8688848566841466,13.203236699104309,16.956320822466495,0.250821227113673,0.8069687048291857,0.5156350155641902,2024-06-06 20:41:02.746934
results_combine (MIDDLE),0.883775238586162,14.831514835357666,16.853456399523612,0.5054248748742513,0.9204890023562494,0.7224712488873536,2024-06-06 21:02:58.826942
results_combine (MIDDLE),0.7733026750124443,29.614053030808765,35.58843398046902,0.18707126900513513,0.7015595581671339,-0.5068225020302644,2024-06-06 21:34:41.666081
results_combine (MIDDLE),0.9051646411599884,10.746994217236837,13.050391419006383,0.05522555833139149,0.9116148804306582,0.7962191015267497,2024-06-06 22:13:51.325349


epochs=200, batch_size=16, callbacks (patience=30), validation_split=0.2
results_combine (FIRST),0.789373889751758,22.411027530829113,28.016530491979243,0.7081832674122299,0.26918843219819233,-1.481012368616808,2024-06-07 00:02:39.907628
results_combine (LAST),0.8619520384254158,14.956374088923136,15.693136441832662,0.005674882570772674,0.8762520833758433,0.6476487915189326,2024-06-07 01:29:27.052574
results_combine (MIDDLE),0.8203162372917666,25.728379646937054,32.19187962682644,0.6483994258384322,0.5273056829761629,0.07937478776302942,2024-06-07 02:14:48.143249
results_combine (MIDDLE),0.8932021594710876,10.027801593144735,11.98464240504884,0.5491431688819447,0.9806872451199136,0.7764786475264037,2024-06-07 03:36:07.039563
results_combine (MIDDLE),0.8315646123816117,20.487221548954647,23.759183003252822,0.507011876695087,0.8778492866119695,0.22544008720662945,2024-06-07 04:21:19.582534
results_combine (MIDDLE),0.8655330850141305,17.03360911210378,21.78305544551608,0.6235825157310605,0.6660205192323678,0.40950905654135417,2024-06-07 04:49:44.999137
results_combine (MIDDLE),0.8448106343009129,10.505867799123129,11.64822432746827,0.7340602848059649,0.8534696486634403,0.5427239754021997,2024-06-07 05:24:53.176985
results_combine (MIDDLE),0.9062788616202897,9.609891414642334,12.5506971287266,0.13172943877152035,0.8277475181639699,0.6552531163175165,2024-06-07 06:16:38.744947
results_combine (MIDDLE),0.8023075202499635,22.374136845270794,28.261061234904627,0.3978502789202081,0.5240901941081035,-0.3455084258685486,2024-06-07 06:43:33.848388
results_combine (MIDDLE),0.823574936778415,25.64898455142975,31.421135090363542,0.658216510793448,0.49084585162577066,0.0353411400344098,2024-06-07 07:36:57.398927
results_combine (MIDDLE),0.8322429555713277,19.35104997952779,22.535054779315146,0.44719529520293777,0.6318596868495968,0.39582663216562075,2024-06-07 08:21:59.611680
results_combine (MIDDLE),0.863710608888726,16.313029311597347,19.097034783926738,0.10637192095655351,0.858122102270263,0.5636366414163263,2024-06-07 09:11:56.880271



epochs=200, batch_size=16, callbacks (patience=30), validation_split=0.2
results_combine (FIRST),0.8521680289023483,13.68989642461141,16.324713516615205,0.59565355948495,0.7770764035290527,0.15765236251710146,2024-06-07 23:17:32.363630
results_combine (LAST),0.8353697172785916,18.973306099573772,21.353496848340594,0.313530325165991,0.8000774574334527,0.34762955956113295,2024-06-08 00:38:24.125939
results_combine (MIDDLE),0.8106921355509992,27.25051959355672,32.86266647662909,0.7774553681308705,0.8356550137734198,0.04060866335135238,2024-06-08 01:11:05.817327
results_combine (MIDDLE),0.8673851758558914,12.966147104899088,15.4455906936093,0.7189937299975421,0.9651143307858943,0.6287402225343994,2024-06-08 01:54:00.187016
results_combine (MIDDLE),0.8926188786317475,12.01221271355947,14.414934011695701,0.47953054256897276,0.9049475242751416,0.7148867974824868,2024-06-08 02:28:38.210955
results_combine (MIDDLE),0.8593117360079972,18.138699769973755,23.558522723900605,0.5209383547961243,0.6301701033402286,0.3093281511802918,2024-06-08 03:07:41.989089
results_combine (MIDDLE),0.7303422399722548,21.038248538970947,22.3011356373561,0.4462089298171608,0.9595624656602798,-0.6761502182259111,2024-06-08 03:28:29.968225
results_combine (MIDDLE),0.8271559872784319,20.541618620355923,26.705980031632926,0.005464789432063528,0.6214533853894179,-0.5609237557258127,2024-06-08 04:28:05.047842
results_combine (MIDDLE),0.8496871570208865,15.902326424916586,20.821059179716038,0.5730789592779322,0.7595643451433579,0.26967674998587376,2024-06-08 04:52:38.914194
results_combine (MIDDLE),0.877391825048273,16.163007219632465,19.677958084209234,0.5522422549002408,0.8315790515525078,0.6216531870762476,2024-06-08 05:11:58.449771
results_combine (MIDDLE),0.80624203651452,23.33462882041931,27.244905595664722,0.5941468296972413,0.5569434573524954,0.11688968784749831,2024-06-08 05:41:34.663608
results_combine (MIDDLE),0.9212709745054286,8.83940385778745,11.421572940623264,0.13827057243440116,0.9224819376368805,0.8439124611959388,2024-06-08 06:34:48.752505


128,256,512,400,200, epochs=200, batch_size=16, callbacks (patience=30), validation_split=0.2
results_combine (FIRST),0.786315141779829,21.576472282409668,24.574100775611672,0.12407687499366332,-0.05077171162736718,-0.9087783256615658,2024-06-08 12:02:34.196615
results_combine (LAST),0.8662685372396308,15.469838778177897,19.73217856155937,0.33967160084837766,0.6808333198349564,0.4429344037966094,2024-06-08 13:43:24.091730
results_combine (MIDDLE),0.8471752622637626,20.09670337041219,22.925338852214754,0.6001382935515295,0.789074245014283,0.5331023143421375,2024-06-08 14:38:04.886690
results_combine (MIDDLE),0.8936146291284485,9.885770400365194,11.445107652925827,0.5358778098715488,0.9782516661696908,0.7961509836089508,2024-06-08 16:09:13.936705
results_combine (MIDDLE),0.8719887094837285,14.486281096935272,16.364079878678435,0.361423998541273,0.893730238899354,0.6325695094476187,2024-06-09 01:26:41.437688
results_combine (MIDDLE),0.8735814212235732,15.514213760693869,19.116304284073287,0.46137522804216563,0.7496293466063034,0.5452386816204216,2024-06-09 02:20:25.631261
results_combine (MIDDLE),0.8241114198961421,12.552546580632528,14.582355539144922,0.5993442224477834,0.5751002680341296,0.2833380528194366,2024-06-09 03:03:53.880015
results_combine (MIDDLE),0.8427907186620175,17.242848992347717,20.07892627864503,0.19150752464790358,0.6882272414524906,0.11764038874137395,2024-06-09 04:23:49.467996
results_combine (MIDDLE),0.7973109290670549,22.884585936864216,28.23944688814933,0.29561632271004085,0.7340823865324225,-0.34345109587492395,2024-06-09 05:04:39.412498
results_combine (MIDDLE),0.836411979167747,23.19162117441495,28.40467569194407,0.8740319935134325,0.4762579474456743,0.21166703416723653,2024-06-09 06:15:16.627229
results_combine (MIDDLE),0.8425443450344033,17.803699731826782,20.636309246523183,0.6594687748715372,0.823439657638616,0.49334959275418333,2024-06-09 07:19:54.788725
results_combine (MIDDLE),0.872132988555843,15.169478416442871,18.01642118259227,0.29281293808774866,0.7933254205533201,0.6116230474373696,2024-06-09 08:33:25.791301


64,128,256,200,200, epochs=200, batch_size=16, callbacks (patience=30), validation_split=0.2
results_combine (FIRST),0.7952958602652407,21.933864037195843,28.43985709369006,0.12990353039976243,0.2945468958180944,-1.5565544368931699,2024-06-09 14:11:14.257759
results_combine (LAST),0.8601091678113343,15.257376035054525,16.239644567541212,0.0594504975216581,0.8207285203785473,0.6226804537790751,2024-06-09 15:08:38.360113
results_combine (MIDDLE),0.8555128651868978,19.09770941734314,22.8794729884323,0.43708265356470494,0.7705440243715005,0.534968654816343,2024-06-09 15:29:08.700392
results_combine (MIDDLE),0.8468963396922501,15.853613177935282,19.92966561410848,0.5034984044964779,0.7771970073161831,0.38188557299406245,2024-06-09 16:01:34.616438
results_combine (MIDDLE),0.8146635810985651,23.173728182911873,26.752862857969863,0.32536750206886006,0.8637193983600443,0.017952402388239252,2024-06-09 16:21:30.986621
results_combine (MIDDLE),0.8536154383612643,18.408877968788147,22.05958382819602,0.280130659349572,0.6546541038571286,0.3944217382998044,2024-06-09 16:39:30.027775
results_combine (MIDDLE),0.80804268884846,13.96981684366862,16.11222697728124,0.1412689916761065,0.796313038303989,0.12507641815846982,2024-06-09 16:55:18.135986
results_combine (MIDDLE),0.8454020158196323,16.927709817886353,20.037428370772737,0.4362050189958406,0.6003197237535072,0.12128383455171277,2024-06-09 17:22:32.263646
results_combine (MIDDLE),0.8866602117275472,10.610079367955526,12.126812905122327,0.21031763269786624,0.8802846573413555,0.7522561718229775,2024-06-09 17:39:53.703187
results_combine (MIDDLE),0.7813053683049437,33.84255883594354,40.54310810427023,0.2648715883693258,0.5821662066270011,-0.6060686188165318,2024-06-09 17:58:00.754009
results_combine (MIDDLE),0.8254578290389131,20.070395072301228,22.70759415783036,0.5799797667321187,0.6663222076118257,0.3865395220396297,2024-06-09 18:33:47.034652
results_combine (MIDDLE),0.8852310716335494,13.248853949209055,15.421651154280173,0.2033285969971329,0.877495375501019,0.7154371856859095,2024-06-09 19:10:01.391075


64,128,256,200,200, epochs=200, batch_size=16, callbacks (patience=50), validation_split=0.2
results_combine (FIRST),0.8190718673823744,18.398382822672527,23.515253739966195,1.0489010894708832,0.448437212877529,-0.7478315065497998,2024-06-09 19:31:57.474356
results_combine (LAST),0.8459642676623851,17.499869346618652,19.664516024485177,0.16951114924996494,0.7867464714242699,0.44674826011657687,2024-06-09 20:07:57.356215
results_combine (MIDDLE),0.8194043335916815,26.356025060017902,33.645096785308766,0.46216443380487976,0.6135724079011349,-0.005619666295049841,2024-06-09 20:39:25.612944
results_combine (MIDDLE),0.8203623551440878,19.45903166135152,24.026772280257138,0.7820269405074882,0.8770885077348135,0.10162073273238725,2024-06-09 21:20:28.555744
results_combine (MIDDLE),0.904677092186756,10.600897351900736,13.325518546573598,0.2914802143617401,0.8806883266321104,0.7563534606590867,2024-06-09 21:46:53.170209
results_combine (MIDDLE),0.8678336179848491,16.08034846186638,18.891251769043286,0.46872671069846544,0.8392902523014616,0.5558832844718876,2024-06-09 22:16:28.452409
results_combine (MIDDLE),0.7747720436991559,18.186419010162354,22.45632121956021,0.820593330443661,-0.1743919391467994,-0.6995588349724189,2024-06-09 22:47:00.515909
results_combine (MIDDLE),0.8677109994019819,14.88550349076589,20.459024589230395,0.1721034718038653,0.69142965596558,0.08391768543479317,2024-06-09 23:45:21.676860
results_combine (MIDDLE),0.8998491114377415,9.388197978337606,11.531659343170258,0.1698408193115615,0.8856472868096718,0.7759767474206953,2024-06-10 00:13:20.469001
results_combine (MIDDLE),0.8858413945575783,15.661713341871897,21.869887997027433,0.5230338096033208,0.8403530319455494,0.5326705658072903,2024-06-10 10:29:22.455379
results_combine (MIDDLE),0.8056376000803923,23.08663249015808,26.134160696684344,0.8934115409848511,0.43658170638070326,0.18742874355695038,2024-06-10 11:12:05.444244
results_combine (MIDDLE),0.8684256343178282,15.70693596204122,18.71334296998649,0.2273629347776005,0.841960808383198,0.5809950516312643,2024-06-10 11:46:25.703116



128,256,512,64,64, epochs=200, batch_size=16, callbacks (patience=30), validation_split=0.2
results_combine (FIRST),0.7527924162514846,28.28945938249429,35.665758520722015,0.6097898556253376,-0.19464231335450902,-3.020713745600199,2024-06-10 17:20:36.608641
results_combine (LAST),0.8159958528225469,21.77070641517639,24.292409674759178,0.15750362509766114,0.830669287903704,0.155698701526236,2024-06-10 17:49:23.567371
results_combine (MIDDLE),0.8333194217195029,22.437204957008362,25.74886966455493,0.6777351471653147,0.7681148358983689,0.41101188421477297,2024-06-10 18:14:50.705955
results_combine (MIDDLE),0.8578233836491872,14.034172296524048,16.452922578241317,0.8280956235709926,0.9399552712901647,0.5787354013240643,2024-06-10 18:44:58.191603
results_combine (MIDDLE),0.8489196919249467,18.261478026707966,22.166395081441586,0.1855466299824507,0.7460927710777696,0.32581024258873925,2024-06-10 19:12:40.465017
results_combine (MIDDLE),0.8494509864939331,18.731920508046944,21.711492020065737,0.20647325546190834,0.7855598087919857,0.4133825389164908,2024-06-10 19:36:24.030529
results_combine (MIDDLE),0.8115424313629971,13.897229035695394,16.565256897764193,0.27648368717872784,0.7095044521775234,0.07518400905619227,2024-06-10 19:56:55.445904
results_combine (MIDDLE),0.8743448867293718,13.736502448717753,18.088596075518357,0.031815280443196904,0.7237213995422132,0.28389884833611345,2024-06-10 20:31:58.662719
results_combine (MIDDLE),0.8648880322811358,13.44829777876536,16.614868841526864,0.36686377311230267,0.8394440438505957,0.5349460642107222,2024-06-10 20:52:53.144784
results_combine (MIDDLE),0.8610533291186728,19.342397431532543,25.064120226253387,0.3225953579400339,0.7223773559838417,0.38618860322213344,2024-06-10 21:31:53.992832
results_combine (MIDDLE),0.835207004949984,18.632994413375854,20.973995971662493,0.9249264483532589,0.8329731894941546,0.4766325585500195,2024-06-10 22:07:23.618529
results_combine (MIDDLE),0.8748098408481869,14.913005580504736,18.142034354738247,0.15946886817927403,0.8633795974801621,0.6061885241702999,2024-06-10 22:56:47.955937


128,256,512,128,128, epochs=200, batch_size=16, callbacks (patience=30), validation_split=0.2
results_combine (FIRST),0.7647572398091635,24.472025950749714,27.61697802032271,0.487178376989336,0.46882665721793376,-1.4107519883312545,2024-06-10 23:24:17.743941
results_combine (LAST),0.8454956381719708,18.437939524650574,22.928236657199918,0.3228382849096761,0.7855342180301037,0.24786192294417908,2024-06-11 00:11:09.180371
results_combine (MIDDLE),0.8083816044876517,27.343281348546345,32.3030511883244,0.5993200087273737,0.7315065733782268,0.0730052270575895,2024-06-11 00:33:16.524919
results_combine (MIDDLE),0.8632651389415713,13.424941658973694,15.901045202040875,0.7859500355415144,0.9650515417090124,0.6065222307912432,2024-06-11 01:16:48.026020
results_combine (MIDDLE),0.9116265935238319,9.660421093304953,11.894400182494254,0.23672889717622264,0.9246015967959017,0.8058769513298948,2024-06-11 01:45:02.170292
results_combine (MIDDLE),0.8534673895887294,18.42077968704204,22.16019689155746,0.4705379246543321,0.6239800232612265,0.38888509424506135,2024-06-11 02:09:06.745053
results_combine (MIDDLE),0.7069942665643025,25.062893867492676,28.397269355772206,0.2067143455135464,-0.5270512372744454,-1.7177665020419188,2024-06-11 02:32:05.888219
results_combine (MIDDLE),0.8467510017126142,16.825969020525616,20.068418315780118,0.47904450539656374,0.4741392773822716,0.11856368272437046,2024-06-11 03:07:54.278335
results_combine (MIDDLE),0.8388728738958221,16.3227079808712,19.081301068840677,0.06645787663159168,0.9045532592179912,0.3866258663447102,2024-06-11 03:32:10.712315
results_combine (MIDDLE),0.8516109969296631,20.26796830693881,24.397307962407513,0.5361878635714793,0.7925126350850382,0.4184141465746348,2024-06-11 03:56:24.586582
results_combine (MIDDLE),0.8038053258296006,23.976751963297527,28.510089254615878,0.3530980103719123,0.7218630181213146,0.03296655353249356,2024-06-11 04:42:47.216193
results_combine (MIDDLE),0.9194273303807495,9.017357051372528,11.342776266974733,0.09535191850892372,0.9201225041440073,0.8460587073058503,2024-06-11 05:13:47.321439


128,256,512,64,64, epochs=200, batch_size=16, callbacks (patience=50), validation_split=0.2
results_combine (FIRST),0.735242441043626,29.491744473576546,34.19607310750252,0.10177444130404537,0.48091337174025733,-2.6961764771132604,2024-06-11 09:04:39.546676
results_combine (LAST),0.9061177079507742,9.948055028915405,11.987393423254021,0.179090637269131,0.9377249648655485,0.7944082032615786,2024-06-11 09:40:58.435545
results_combine (MIDDLE),0.8383456209112984,21.537432352701824,24.550149879669608,0.4523918998406941,0.713900067185362,0.46457519178480167,2024-06-11 10:11:55.830979
results_combine (MIDDLE),0.8520354988999949,14.650163372357687,16.897666624959232,0.8128794557185088,0.8836654256248148,0.5556529190572193,2024-06-11 11:00:53.384346
results_combine (MIDDLE),0.8304783332633808,20.64583103172481,23.79374152438239,0.2462818219355823,0.8769418671374807,0.22318520223660887,2024-06-11 11:38:01.360164
results_combine (MIDDLE),0.8690207409611799,16.806064287821453,22.442130989544857,0.524692634738935,0.6886683107444321,0.3732363037165075,2024-06-11 12:07:20.765815
results_combine (MIDDLE),0.817435093600511,13.476328055063883,16.412372505595062,0.8570585126193376,0.3975889616862886,0.09217589419978311,2024-06-11 12:40:57.151029
results_combine (MIDDLE),0.8616576335357239,14.743237376213074,17.316004665568737,0.11564767571512413,0.7274388104204739,0.34376401923784206,2024-06-11 13:34:04.240219
results_combine (MIDDLE),0.8481906100162252,16.573498487472534,22.67717613949598,0.47781761717880444,0.7703375923245476,0.13366185609913672,2024-06-11 14:15:33.472691
results_combine (MIDDLE),0.7667828976684065,36.40416400631269,42.320998776902684,0.6063687572744189,0.570716254889011,-0.7500152558203779,2024-06-11 14:47:06.032637
results_combine (MIDDLE),0.8187583222213587,20.993122895558674,23.595148411616048,0.8312307792943423,0.618422893474051,0.3376466029930437,2024-06-11 15:29:28.221986
results_combine (MIDDLE),0.9053103883734153,10.59069130818049,12.25263724261493,0.13885694808689564,0.9070292847770722,0.8203713735482138,2024-06-11 15:54:30.626406


128,256,512,64,64, epochs=200, batch_size=16, callbacks (patience=30), validation_split=0.2
results_combine (FIRST),0.806655669197952,19.147876183191936,22.403276320812985,0.5208311421136466,0.030871014735792984,-0.5864387013530028,2024-06-12 09:11:26.170258
results_combine (LAST),0.7939917995180288,25.55671215057373,29.194838989172567,0.03889750099875038,0.7326827779400602,-0.2194624526401041,2024-06-12 09:52:37.032528
results_combine (MIDDLE),0.8520205465147342,19.323574622472126,22.029842698545096,0.490110920619446,0.7926641964020488,0.5688652922807457,2024-06-12 11:12:13.400471
results_combine (MIDDLE),0.8578539978100741,14.07753058274587,16.624709720835718,0.7411947834884003,0.9518359142817515,0.569892517338666,2024-06-12 11:53:10.075619
